FG,H,PP,RA,SLP,SN,T,TM,TS,Tm,V,VG,VM,VV,altitud,continente,dia,estacion,idEstacion,latitud,longitud,mes,pais,year 
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,4, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,80,0.25,-,1008,-,29.7,32.7,-,26.7,36.3,-,40.7,-,19,Oceanía,2, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,78,0,-,1008.6,-,30.3,33.6,-,28.5,35.4,-,42.4,-,19,Oceanía,3, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,4, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,80,0,-,1011.6,-,18.8,22.1,-,17.1,22,-,29.4,-,59,Oceanía,2, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,62,0,-,1005.2,-,23.6,29,-,17.4,20.7,-,38.9,-,59,Oceanía,3, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,68,0,-,1009,-,22.4,25.7,-,17.2,10.2,-,24.1,-,59,Oceanía,2, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,80,0,-,1013,-,19.5,22.2,-,18.2,32.6,-,46.5,-,59,Oceanía,3, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,9, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,10, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,11, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,12, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,36,0,-,1015.6,-,27.7,38.2,-,18.6,19.4,-,31.7,-,83,Oceanía,2, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,76,0,-,1018.6,-,17.8,30,-,11.6,13,-,27.8,-,83,Oceanía,3, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,4, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,11, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,12, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,5, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,6, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,60,0,-,1017.5,-,18.6,20.9,-,14.4,11.3,-,25.9,-,59,Oceanía,7, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,5, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,6, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,76,0,-,1008.3,-,30.2,34.2,-,26.8,17.8,-,24.1,-,19,Oceanía,7, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,4, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,5, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,6, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,4, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,5, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,6, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,11, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,12, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,77,0,-,1010,-,30.1,33.3,-,28.4,32.6,-,37,-,19,Oceanía,13, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,78,0,-,1010.4,-,30.3,34.2,-,28,21.9,-,29.4,-,19,Oceanía,14, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,77,0,-,1012.1,-,29.8,33.7,-,26.9,14.1,-,20.6,-,19,Oceanía,15, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,16, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,5, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,83,Oceanía,6, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,58,0,-,1018.3,-,15.6,19.5,-,11.1,14.3,-,20.6,-,83,Oceanía,7, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,66,0,-,1018.2,-,15.8,20.8,-,10.9,9.4,-,16.5,-,83,Oceanía,8, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,72,0,-,1009.7,-,30.3,33.2,-,26.7,14.3,-,18.3,-,19,Oceanía,13, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,74,0,-,1008.9,-,29.9,33.4,-,26.8,14.8,-,18.3,-,19,Oceanía,14, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,73,0,-,1008.5,-,29.3,33.9,-,25.4,8.1,-,16.5,-,19,Oceanía,15, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,16, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,74,0,-,1017.6,-,19.6,22.5,-,16.9,10,-,16.5,-,59,Oceanía,8, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,78,0,-,1016.9,-,18,19.9,-,16.6,14.8,-,38.9,-,59,Oceanía,9, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,10, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,59,Oceanía,11, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,75,0,-,1007.9,-,30.7,34.8,-,27.6,21.9,-,24.1,-,19,Oceanía,8, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,75,0,-,1007.6,-,31.1,35.1,-,28.2,27,-,31.7,-,19,Oceanía,9, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,10, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,11, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,71,0,-,1015.5,-,17.8,20.5,-,16.2,16.3,-,20.6,-,59,Oceanía,7, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,67,0,-,1016.3,-,17.6,19.9,-,15.7,26.5,-,40.7,-,59,Oceanía,8, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,59,0,-,1019.4,-,16.3,17.9,-,15.4,23.7,-,31.3,-,59,Oceanía,9, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,10, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,75,0.25,o,1013.2,-,18.7,20.5,-,16.9,25,-,35.2,-,59,Oceanía,7, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,66,2.03,-,1009.7,-,17.4,19.7,-,15.5,33.7,-,50,-,59,Oceanía,8, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,61,0,-,1011.8,-,16.9,18.7,-,15.4,23,-,40.7,-,59,Oceanía,9, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,10, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,13, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,14, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,15, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,16, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,17, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,17, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,18, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,76,0,-,1011.6,-,29.7,31.2,-,29.1,34.8,-,37,-,19,Oceanía,19, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,75,0,-,1010.5,-,30.8,34.1,-,28.8,28.7,-,33.5,-,19,Oceanía,20, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,76,0,-,1015.6,-,16.9,20.9,-,10.5,15,-,22.2,-,83,Oceanía,9, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,83,Oceanía,10, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,83,Oceanía,11, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,12, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,17, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,18, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,80,5.08,o,1006.4,-,30.2,34.5,-,26.4,29.8,-,35.2,-,19,Oceanía,19, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,12, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,63,0,-,1017.6,-,17.1,18.6,-,14.7,14.8,-,20.6,-,59,Oceanía,13, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,72,0.51,o,1018.1,-,18.1,19.9,-,15.2,19.6,-,29.4,-,59,Oceanía,14, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,81,0.51,-,1019.7,-,17.3,18.7,-,16.5,20.7,-,25.9,-,59,Oceanía,15, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,12, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,80,18.03,o,1006.9,-,28.8,34.5,-,25.2,12.6,-,16.5,-,19,Oceanía,13, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,89,41.91,o,1006.9,-,27.1,33.4,-,25.2,11.3,-,27.8,-,19,Oceanía,14, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,76,0,-,1007.3,-,29.7,33.2,-,24.7,10.6,-,16.5,-,19,Oceanía,15, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,11, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,12, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,82,0,-,1015.3,-,18.8,21.2,-,16.2,18.9,-,29.4,-,59,Oceanía,13, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,75,0,-,1010,-,21.6,23,-,17.7,11.9,-,18.3,-,59,Oceanía,14, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,59,Oceanía,11, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,12, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,64,0,-,1019,-,15.8,17.7,-,12.5,16.7,-,24.1,-,59,Oceanía,13, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,69,0,-,1022.4,-,17.7,19.7,-,12.2,16.1,-,25.9,-,59,Oceanía,14, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,18, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,19, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,20, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,21, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,77,0,-,1009.3,-,30.7,34.1,-,28.7,30.4,-,37,-,19,Oceanía,21, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,22, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,23, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,24, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,62,0,-,1018.5,-,13.2,16.5,-,8.5,11.9,-,16.5,-,83,Oceanía,13, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,69,0.25,-,1017.9,-,15.2,18,-,8.3,12.4,-,20.6,-,83,Oceanía,14, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,73,0.25,o,1021.3,-,17.2,19.7,-,10.9,18.1,-,31.7,-,83,Oceanía,15, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,16, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,82,0,-,1006.1,-,30.1,31.2,-,25.7,33.5,-,42.4,-,19,Oceanía,20, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,84,17.02,o,1005.4,-,29.2,33,-,24.8,29.3,-,37,-,19,Oceanía,21, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,22, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,23, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,16, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,17, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,18, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,85,0,-,1015.1,-,18.8,20.1,-,17.2,15.4,-,22.2,-,59,Oceanía,19, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,16, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,17, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,18, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,81,3.05,o,1007,-,29,34.2,-,25.6,16.9,-,22.2,-,19,Oceanía,19, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,69,0,-,1010,-,22.2,29.9,-,18.9,18.3,-,35.2,-,59,Oceanía,15, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,16, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,59,Oceanía,17, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,18, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,76,0,-,1021,-,18.2,20.9,-,16.6,19.8,-,24.1,-,59,Oceanía,15, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,16, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,17, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,18, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,22, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,23, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,24, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,25, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
o,75,30.99,o,1011.4,-,29.5,34.5,-,25.5,15.7,-,35.2,-,19,Oceanía,25, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
o,77,18.03,o,1010.5,-,29.1,33.8,-,24.1,18.7,-,27.8,-,19,Oceanía,26, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,74,0,-,1009.2,-,29.8,33.4,-,24.7,20.6,-,27.8,-,19,Oceanía,27, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,28, CAPE WESSEL AWS,,-11.01,136.75,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,17, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,18, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,91,0.51,o,1016.8,-,17.6,18.3,-,17,15.7,-,31.7,-,83,Oceanía,19, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,96,1.52,o,1016.7,-,18.3,19.6,-,17.1,12.6,-,18.3,-,83,Oceanía,20, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,24, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,76,0,-,1010,-,30.1,33.8,-,25.6,19.6,-,25.9,-,19,Oceanía,25, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,80,7.87,-,1009.8,-,29.8,34.2,-,27.5,16.7,-,25.9,-,19,Oceanía,26, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,80,8.89,-,1008.6,-,29.5,33.9,-,26.1,14.8,-,22.2,-,19,Oceanía,27, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,85,0,-,1016.5,-,18.3,19.6,-,17.2,26.5,-,31.3,-,59,Oceanía,20, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,86,0,-,1016.2,-,18,19.2,-,17.2,31.3,-,40.7,-,59,Oceanía,21, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,22, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,23, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
o,79,2.03,o,1006.7,-,29.1,33.7,-,26,17.2,-,27.8,-,19,Oceanía,20, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,82,0.76,o,1007.2,-,28.1,31.4,-,25.3,18.3,-,35.2,-,19,Oceanía,21, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,22, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,23, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,73,0,-,1022.5,-,18.6,20.5,-,17.2,25,-,29.4,-,59,Oceanía,19, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,82,0,-,1019,-,19.3,20.9,-,17.4,20.4,-,27.8,-,59,Oceanía,20, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,86,0,-,1013.8,-,19.9,22.4,-,17.6,10.6,-,18.3,-,59,Oceanía,21, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,22, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,65,0,-,1016.9,-,17.3,19,-,16.2,16.3,-,24.1,-,59,Oceanía,19, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,73,0,-,1019.4,-,17.8,20,-,15.5,16.7,-,24.1,-,59,Oceanía,20, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,70,0,-,1022,-,17.7,20,-,16.4,22.6,-,29.4,-,59,Oceanía,21, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,22, CAPE WILLOUGHBY,,-35.85,138.13,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,26, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,27, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,Oceanía,28, BRUNETTE DOWNS,,-18.65,135.95,Febrero,Australia,2019
-,98,1.27,o,1016.7,-,18.2,19.7,-,17.4,18.3,-,27.8,-,83,Oceanía,21, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,22, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,83,Oceanía,23, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,83,Oceanía,24, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Marzo,Australia,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,28, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,29, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,Oceanía,30, CAPE WESSEL AWS,,-11.01,136.75,Marzo,Australia,2019
-,75,0,-,1013.7,-,17.5,20.6,-,11.5,15.7,-,24.1,-,83,Oceanía,1, CAPE OTWAY LIGHTHOU,,-38.85,143.5,Enero,Australia,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,59,Oceanía,24, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,60,0.51,-,1018,-,14.9,17.4,-,11.9,26.5,-,42.4,-,59,Oceanía,25, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
-,77,0.25,-,1023.5,-,16.4,17.9,-,13,11.9,-,20.6,-,59,Oceanía,26, CAPE WILLOUGHBY,,-35.85,138.13,Marzo,Australia,2019
o,-,-,o,-,-,-,-,-,-,-,-,-,-,19,Oceanía,24, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,84,20.07,o,1006.4,-,28.3,31.1,-,24.5,36.9,-,51.9,-,19,Oceanía,25, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,88,70.1,o,1006.1,-,27.3,33.2,-,24.7,26.3,-,46.5,-,19,Oceanía,26, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
o,86,6.1,o,1004.5,-,27.6,29.7,-,24,28.7,-,37,-,19,Oceanía,27, CAPE WESSEL AWS,,-11.01,136.75,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,23, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,Oceanía,24, CAPE WILLOUGHBY,,-35.85,138.13,Enero,Australia,2019
