FG,H,PP,RA,SLP,SN,T,TM,TS,Tm,V,VG,VM,VV,altitud,continente,dia,estacion,idEstacion,latitud,longitud,mes,pais,year
-,59,-,o,1022.1,-,20.4,27,-,14.8,8.1,-,22.2,18.8,57,Europa,20, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,66,0,-,-,-,6.2,8,-,2,14.1,-,22.2,9.8,8,Europa,31, Wittmundhaven,,53.55,7.66,Marzo,Alemania,2019
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,92,0,-,-,-,-0.4,1,-,-1,11.3,-,20.6,6.1,8,Europa,31, Wittmundhaven,,53.55,7.66,Enero,Alemania,2019
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,76,-,o,1011.7,-,22,29,o,17.9,9.4,61.1,31.3,22.4,57,Europa,20, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,77,-,o,1010.8,-,19.1,22.6,-,16,18.3,51.9,33.5,20.6,57,Europa,21, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,12,0,-,999.6,-,34.3,42,-,25,11.9,40.7,31.7,9.2,1010,Asia,4, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,995.8,-,32.8,38,-,25,8.7,33.5,20.6,7.4,1010,Asia,5, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,9,0,-,997.5,-,32.4,39.4,-,23.1,8.5,35.2,18.3,9.3,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,o,-,o,-,-,-,-,-,-,-,-,1010,Asia,4, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,5, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,17,0,-,1005.7,-,26.9,33,-,20,15.6,50,38.9,8.2,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,53,0,o,1012.6,-,11.6,19.1,-,5.3,4.4,29.4,20.6,10,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,13,0,-,1012.5,-,22.1,31,-,11.1,4.8,-,13,10,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,18,0,-,1012.2,-,22.9,31,-,12.7,11.1,37,27.8,6.9,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,11,0,o,1017.6,o,15.1,24.7,-,4.8,2.2,-,9.4,9.7,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,9,0,-,1004.9,-,25.4,33,-,14.5,5,-,10.7,9.8,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,9,0,-,1005.5,-,26.6,35,-,17,7.6,-,18.3,10,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,82,0,-,-,-,14.2,17,-,12,14.3,-,20.6,10,57,Europa,21, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,o,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,95,-,o,-,-,11.7,12,-,11,12,-,21.7,4.5,57,Europa,20, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,83,-,o,1008.9,-,13.1,16,-,10,9.3,-,18.3,16.6,57,Europa,21, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,46,0,-,1021.3,-,22.4,30,-,13,8.1,-,14.4,28.8,57,Europa,21, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,83,0,-,-,-,8.4,12,-,3,15.2,-,35.2,9.2,57,Europa,25, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,53,0,-,-,-,19.1,25,-,14,18.5,-,27.8,10,57,Europa,25, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,22, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,8,0,-,1001.7,-,36.5,42,-,27,8,33.5,20.6,9.8,1010,Asia,5, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,8,0,o,995.8,o,33.2,41.2,-,22.7,7.2,27.8,18.3,10.3,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,7,0,-,994.7,-,34.2,42.1,-,22,5.9,24.1,18.3,10,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,15,0,-,1004.4,-,25.4,32,-,18,16.1,53.5,42.4,7.7,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
o,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,31,0,o,1014.5,-,17.9,23,-,13,12.4,37,27.8,1.8,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,12,0,o,1016.3,o,15.5,24.6,-,5.3,4.4,24.1,18.3,9.7,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,7,0,-,1004.7,-,29.1,37,-,16.3,7.8,25.9,22.2,10,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,79,-,o,1008.1,-,8.6,10,-,5,26.5,53.9,37,14.2,57,Europa,22, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Julio,Alemania,2013
o,97,-,o,-,-,3.6,5,-,1,6.3,-,14.8,3.4,57,Europa,26, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,53,0,-,-,-,17.7,23,-,12,14.4,-,25.9,10,57,Europa,26, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Junio,Alemania,2013
o,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,7,0,-,1001.8,-,33.9,42,-,24,8.1,20.6,16.5,10,1010,Asia,6, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,7,0,-,995.3,-,34.7,43.1,-,22.9,5.2,31.7,16.5,9.8,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,9,0,-,993.2,o,34.4,42.8,-,24.2,6.5,27.8,20.6,9.7,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,14,0,-,1005,-,25.6,32,-,18,8.9,40.7,25.9,10,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,24,0,-,1015,-,16.4,23,-,11,3.9,22.2,13,3.7,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,13,0,-,1014.7,-,16.4,24,-,7.9,4.6,24.1,18.3,8.5,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,18,0,-,1014.8,-,16.1,24.2,-,7.6,1.9,27.8,9.4,9.7,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,8,0,-,1004.6,-,29.3,38,-,19,8.7,35.2,29.4,10,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,86,-,o,-,-,12.2,16,-,6,14.8,-,20.6,10,57,Europa,25, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,0,-,-,-,0,4,-,-3,9.4,-,14.8,10,57,Europa,25, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,23, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,o,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,73,0,-,-,-,6.6,9,-,2,23.9,55.4,33.5,10,57,Europa,27, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,64,0,-,-,-,16,21,-,9,10.2,-,25.9,10,57,Europa,27, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,91,-,o,-,-,13.1,14,-,12,10,-,20.6,10,57,Europa,25, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,7,0,-,997.2,-,34.4,42,-,25,7.6,-,24.1,9.7,1010,Asia,7, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,7,0,o,993,o,35.3,44,-,23.5,5.9,29.4,14.8,10,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,995.3,-,35.1,41,-,28,8.1,31.7,18.3,8.2,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,11,0,-,1006.5,-,27.4,34,-,19,7.4,27.8,14.8,10,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,36,0,o,1023.2,-,7.9,16.1,-,0,2.4,-,9.4,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,33,0,-,1024.4,-,8.3,17.3,-,1.4,3,-,7.6,10,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,12,-,-,1014.7,o,17,25,-,6.9,3.9,22.2,9.4,10,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,22,0,o,1015.2,-,17.9,24.1,-,6.8,3.1,-,11.1,10,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,7,0,-,1005.7,-,29.4,39,-,18.3,6.5,29.4,22.2,9.8,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,7,0,-,1005.5,-,29.4,39,-,17.9,1.7,-,9.4,9.8,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,84,-,o,-,-,15.4,19,-,13,14.4,-,27.8,10,57,Europa,26, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,89,0,-,-,-,-0.8,3,-,-4,6.3,-,11.1,10,57,Europa,26, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,24, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,71,-,o,1015.3,-,22.3,29,o,17,7.8,51.9,29.4,10.6,57,Europa,25, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,81,-,o,1014.3,-,22.1,28,o,17,7.6,-,14.4,12.6,57,Europa,26, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,74,0,-,1024.2,-,13.3,15.7,-,11,19.1,-,27.8,20.3,57,Europa,25, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,85,-,o,-,-,10.8,14,-,4,10.2,-,20.6,9,57,Europa,26, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
o,77,0,-,-,-,7.9,15,-,1,2,-,7.6,7.9,57,Europa,27, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,10,0,-,994.2,-,34.3,41,-,27,15.2,42.4,31.7,8,1010,Asia,8, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,7,0,-,989,-,35.7,43,-,25.2,7,29.4,16.5,9.8,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,13,0,-,998.7,-,33.8,40,-,27.3,9.3,29.4,22.2,8.4,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,12,-,o,1005.9,-,31.9,38,-,20,8,31.7,24.1,8.4,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,30,0,-,1024.3,-,8.6,17.8,-,0.8,2.8,-,11.1,10,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,12,0,-,1015.3,-,17.9,26,-,7.2,3.1,20.6,9.4,10,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,36,0,-,1015.3,-,18.8,24,-,12.8,4.8,31.7,24.1,10,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,7,0,-,1002.4,-,29.9,39,-,19.3,3.3,27.8,18.3,9.8,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,7,-,-,1001.3,o,31.4,38,-,20,5.6,29.4,18.3,8.7,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,75,-,o,-,-,14.6,18,-,13,24.3,68.3,38.9,10,57,Europa,27, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,95,-,o,-,-,3.9,5,-,1,17.6,-,22.2,3.4,57,Europa,27, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,25, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
o,80,-,o,1009,-,22.9,30,o,17,5.4,-,14.4,14.8,57,Europa,27, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,o,-,-,-,-,o,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
o,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,63,0,-,1024.8,-,13,16.1,-,10,21.9,-,32.4,24.1,57,Europa,26, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,12,0,-,993.4,-,31.4,38,-,26,13,37,27.8,8.4,1010,Asia,9, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,996.2,-,30.9,37,-,24,12.2,38.9,24.1,8,1010,Asia,10, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,988.9,-,35.1,42,-,24.6,7.6,25.9,16.5,9.2,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,992.3,-,35.4,42,-,29,8.3,29.4,18.3,7.9,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,19,0.51,o,1003.9,-,29.7,35,o,22,12.4,-,40.7,4.8,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,22,0,o,1005.1,-,27.7,34,-,22,10.9,31.7,22.2,7.6,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,o,-,-,-,-,-,-,-,-,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,-,-,o,-,o,-,-,-,-,-,-,-,-,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,12,0,-,1015,-,19.2,27,-,7.6,4.6,22.2,13,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,23,0,-,1015.2,-,18,25,-,11,6.1,29.4,16.5,10,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,35,0,o,1013.8,-,17.3,23.7,-,10,5.2,37,24.1,10,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,10,0,-,1002.8,-,28.5,37,-,21,5.7,31.7,20.6,7.2,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,12,0,-,1006.4,-,26.3,31,-,19.5,10.6,27.8,20.6,4.3,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,96,-,o,1005.5,-,9.9,12,-,8,23.3,-,31.3,4.8,57,Europa,26, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,97,-,o,1008.2,-,9.6,11,-,8.6,11.1,-,25.2,5.8,57,Europa,27, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
o,-,-,o,-,-,-,-,o,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,72,0,-,-,-,4.1,8,-,2,14.4,-,18.3,10,57,Europa,31, Wunstorf,,52.45,9.43,Diciembre,Alemania,2013
-,78,-,o,-,-,15.8,19,-,11,12.2,-,18.3,9.5,57,Europa,31, Wunstorf,,52.45,9.43,Agosto,Alemania,2013
-,69,-,o,1021.6,-,13.4,17,-,10,13.1,-,18.3,18.2,57,Europa,27, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,12,0,-,996.2,-,31.3,39,-,24,11.5,48.2,33.5,9.7,1010,Asia,11, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,10,0,-,993.7,-,35.4,42,-,27.7,7.8,25.9,16.5,9.3,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,18,0.25,o,1006.7,o,27.8,34,-,20,16.3,50,33.5,7.2,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,20,0,-,1021.4,-,8.6,17.2,-,-0.4,3.1,-,16.5,10,1010,Asia,19, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,0,-,1014.8,-,18.6,25,-,10,8,35.2,24.1,10,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,29,0,-,1012.9,-,14.9,21.6,-,9.4,6.5,29.4,22.2,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,11,0,-,1005.9,-,25,33,-,17,3.5,22.2,11.1,8.7,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,75,0,-,-,-,7.3,13,-,3,15,-,22.2,10,57,Europa,31, Wunstorf,,52.45,9.43,Octubre,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Noviembre,Alemania,2013
-,74,-,o,1003.7,-,14.1,20,-,9.6,5.9,-,14.4,13.7,57,Europa,28, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,28, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Septiembre,Alemania,2013
-,10,0,-,994.2,-,32.7,40,-,24,8.7,50,25.9,10,1010,Asia,12, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,9,0,-,993,-,35.6,41,-,28,5,31.7,13,9.3,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,15,0,-,993.7,-,32.1,38,-,28,7.4,31.7,16.5,2.1,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,30,0.76,o,1005.7,-,26.4,31,o,19,12.4,38.9,27.8,6.9,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,33,0,-,1023.2,-,7.2,15.5,-,-0.4,1.9,-,7.2,9.8,1010,Asia,20, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,22,0,-,1015.3,-,18.2,26,-,12,10.2,53.5,37,8.4,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,32,0,-,1017.3,-,12.2,18.8,-,5.9,5,29.4,16.5,10,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,29, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,72,-,o,1016,-,19.9,23.1,-,17,17.8,-,27.8,18.8,57,Europa,31, Wunstorf,,52.45,9.43,Julio,Alemania,2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Junio,Alemania,2013
-,10,0,-,993.4,-,33.4,42,-,24,9.1,42.4,29.4,10,1010,Asia,13, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,11,0,-,990.2,-,36.1,44,-,25.4,10.2,38.9,18.3,9,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,995.5,-,32.5,39,-,27,11.5,42.4,27.8,5.6,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,25,0,-,1003.9,-,27.4,32,-,22,11.3,37,27.8,6.8,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,30,0,-,1019.2,-,7.3,16.2,-,0.3,5,-,16.5,10,1010,Asia,21, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,23,0,-,1015.3,-,17.3,24,-,10,5.9,24.1,16.5,10,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,26,0,-,1020.9,-,13.2,19.6,-,3,1.3,-,7.6,10,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
-,9,0,-,1006.2,-,24.8,34,-,17,6.1,-,22.2,9.7,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Septiembre,Afganistán,2018
-,-,-,o,-,-,-,-,-,-,-,-,-,-,57,Europa,30, Wunstorf,,52.45,9.43,Mayo,Alemania,2013
-,10,0,-,994.3,-,33.7,42,-,24,15.2,48.2,33.5,9.7,1010,Asia,14, KANDAHAR AIRPORT,,31.5,65.85,Junio,Afganistán,2018
-,13,0,-,992.2,-,35.8,42,-,27.8,9.1,35.2,20.6,5.1,1010,Asia,17, KANDAHAR AIRPORT,,31.5,65.85,Julio,Afganistán,2018
-,10,0,-,996.1,-,32.6,40,-,26,4.4,31.7,13,9.3,1010,Asia,15, KANDAHAR AIRPORT,,31.5,65.85,Agosto,Afganistán,2018
-,17,-,o,1003.6,o,28.1,33,-,21,9.6,38.9,29.4,8.7,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Mayo,Afganistán,2018
-,-,-,-,-,-,-,-,-,-,-,-,-,-,1010,Asia,22, KANDAHAR AIRPORT,,31.5,65.85,Diciembre,Afganistán,2018
-,21,0,-,1015.7,-,16.3,23,-,9,5.2,24.1,18.3,10,1010,Asia,18, KANDAHAR AIRPORT,,31.5,65.85,Octubre,Afganistán,2018
-,23,0,-,1019.6,-,16.3,22.8,-,7.1,8.9,25.9,20.6,10,1010,Asia,16, KANDAHAR AIRPORT,,31.5,65.85,Noviembre,Afganistán,2018
